tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,
300181,Serratia ureilytica,64308684,0,live,lolC,"J0X03_RS13860, J0X03_13860",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
349966,Yersinia frederiksenii ATCC 33641,57906297,0,live,lolC,"DJ58_RS14775, DJ58_2549",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1095774,Pantoea ananatis PA13,57268689,0,live,lolC,"PAGR_RS13465, PAGR_g2641",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,NC_017554.1,2860422,2861621,minus,0,,
529507,Proteus mirabilis HI4320,6801740,0,live,lolC,"PMI_RS04310, PMI0878",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,NC_010554.1,968901,970103,plus,0,,
564,Escherichia fergusonii,75057675,0,live,lolC,"LA347_RS07645, LA347_07645",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
631,Yersinia intermedia,58047737,0,live,lolC,"FOC38_RS12400, FOC38_12400",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1035377,Yersinia pestis A1122,57976947,0,live,lolC,"A1122_RS17840, A1122_17755",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,NC_017168.1,3807380,3808582,minus,0,,
1159491,Cronobacter malonaticus LMG 23826,45715942,0,live,lolC,"AFK66_RS11460, AFK66_011890",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
29485,Yersinia rohdei,45566250,0,live,lolC,"CH64_RS04470, CH64_912",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
28172,Vibrio metschnikovii,79888144,0,live,lolC,"DYH36_RS08075, NCTC8443_01662",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
621,Shigella boydii,75203702,0,live,lolC,"CEH00_RS09480, CEH00_09530",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
67780,Edwardsiella ictaluri,69539265,0,live,lolC,"DB741_RS10710, DB741_10710",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1201031,Pectobacterium aroidearum,67794475,0,live,lolC,"I2D83_RS13220, I2D83_13225",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
283686,Kosakonia radicincitans,66393059,0,live,lolC,"FEI17_RS16125, FEI17_16115",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
28152,Yersinia kristensenii,61908314,0,live,lolC,"DX162_RS18450, NCTC11471_03646",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
204042,Dickeya zeae,60868819,0,live,lolC,"C1O30_RS12955, C1O30_12955",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
349967,Yersinia mollaretii ATCC 43969,57919562,0,live,lolC,"HRD69_RS17205, HRD69_17205",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
47951,Vibrio cyclitrophicus,50230460,0,live,lolC,"FAZ90_RS09865, FAZ90_09865",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
1604335,Yersinia rochesterensis,82551497,0,live,lolC,"DXZ79_RS12100, DXZ79_12085",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
136468,Vibrio lentus,69649506,0,live,lolC,"BCT95_RS10145, BCT95_010080",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
223926,Vibrio parahaemolyticus RIMD 2210633,1188481,0,live,lolC,"VP_RS04775, VP0977",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,NC_004603.1,1019147,1020355,plus,0,,
299767,Enterobacter ludwigii,45814809,0,live,lolC,"BH714_RS04650, BH714_04650",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
208223,Kosakonia cowanii,77484213,0,live,lolC,ODS25_RS13315,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
61647,Pluralibacter gergoviae,61384610,0,live,lolC,"A8H26_RS15020, A8H26_15000",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
626774,Proteus terrae subsp. cibarius,57332587,0,live,lolC,"GTH25_RS07065, GTH25_07010",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
663,Vibrio alginolyticus,75168281,0,live,lolC,"NAL94_RS18720, NAL94_18725",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,2,,,,,,,
1778540,Dickeya fangzhongdai,66565390,0,live,lolC,"CVE23_RS13735, CVE23_13735",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
263819,Yersinia aleksiciae,61901903,0,live,lolC,"AP371_RS06730, ERS008671_01392",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
2042057,Pectobacterium polaris,61408500,0,live,lolC,"BJK05_RS08000, BJK05_07695",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
204039,Dickeya dianthicola,49322540,0,live,lolC,"DZA65_RS13525, DZA65_02635",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1812935,Enterobacter roggenkampii,45795332,0,live,lolC,"BFV67_RS08240, BFV67_08240",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
2071710,Enterobacter sichuanensis,72831603,0,live,lolC,"C1N69_RS08730, C1N69_08825",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1748967,Citrobacter cronae,69430761,0,live,lolC,JSN25_RS14085,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
2494701,Enterobacter chengduensis,63141984,0,live,lolC,"FY206_RS10090, FY206_10090",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
190895,Vibrio rotiferianus,47657241,0,live,lolC,"BSZ04_RS18540, BSZ04_18305",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,2,,,,,,,
667120,Edwardsiella anguillarum ET080813,33937894,0,live,lolC,"ETEE_RS00250, ETEE_0054",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1196095,Gilliamella apicola,29849625,0,live,lolC,"GAPWK_RS07795, GAPWK_1553",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
170679,Vibrio chagasii,77340890,0,live,lolC,OCV52_RS05195,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
212663,Vibrio tasmaniensis,77316702,0,live,lolC,OCV44_RS09550,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
1159554,Cronobacter dublinensis subsp. dublinensis LMG 23823,45666325,0,live,lolC,"AFK67_RS08075, AFK67_08075",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1453495,Yersinia aldovae 670-83,45570092,0,live,lolC,"AT01_RS04275, AT01_868",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
28171,Vibrio aestuarianus,79917783,0,live,lolC,"MCT08_RS10305, MCT08_10295",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
158849,Moellerella wisconsensis,79717470,0,live,lolC,"MNY66_RS09320, MNY66_09320",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
82983,Obesumbacterium proteus,78449559,0,live,lolC,"XK97_RS03635, XK97_03625",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
41202,Ewingella americana,78380530,0,live,lolC,"F4W05_RS08650, F4W05_08650",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
2364647,Pantoea piersonii,78232527,0,live,lolC,"D7S44_RS03535, D7S44_03535",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
300876,Vibrio europaeus,78075364,0,live,lolC,"AZ468_RS07040, AZ468_06665",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
102862,Proteus penneri,76522574,0,live,lolC,H1225_RS04905,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
82995,Serratia grimesii,75281802,0,live,lolC,"SGBXF1_RS10090, SGBXF1_02031",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
2890317,Yersinia alsatica,75140731,0,live,lolC,"N0H69_RS11990, N0H69_11990",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
61645,Enterobacter asburiae,75133292,0,live,lolC,"FOY94_RS08490, EAS17NKHM_016240",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
61651,Serratia ficaria,75027231,0,live,lolC,"CKW09_RS10350, SAMEA4384070_02072",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
137545,Serratia quinivorans,74950314,0,live,lolC,"EL336_RS10455, NCTC13188_02106",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,70912841,0,live,lolC,"PN96_RS08640, PN96_08535",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
1109412,Brenneria goodwinii,70906257,0,live,lolC,"ACN28R_RS05710, AWC36_05615, AWC36_RS05740",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
2026240,Klebsiella quasivariicola,69755997,0,live,lolC,"LGM30_RS16330, LGM30_16365",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
666,Vibrio cholerae,69719486,0,live,lolC,"F0316_RS04835, F0316_04835",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
67827,Citrobacter werkmanii,69486315,0,live,lolC,"FOB24_RS11310, FOB24_11310",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
55211,Erwinia persicina,67477171,0,live,lolC,"K6L24_RS13055, K6L24_13055",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
59814,Pantoea dispersa,67452189,0,live,lolC,"K7H94_RS11160, K7H94_11160",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
680,Vibrio campbellii,67377933,0,live,lolC,"C1N50_RS11510, C1N50_11505",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
158877,Yokenella regensburgei,66903768,0,live,lolC,"C7387_RS08540, C7387_1740",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
69218,Enterobacter cancerogenus,66611310,0,live,lolC,K3T75_RS09545,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1134687,Klebsiella michiganensis,66560417,0,live,lolC,"JLG71_RS16775, THOKLE011_32760",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1922217,Candidatus Erwinia haradaeae,66304804,0,live,lolC,"HACICURV3402_RS02625, E4U99_RS02625, ERCICURV3402_531",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
57706,Citrobacter braakii,66275007,0,live,lolC,"GFC06_RS18720, GFC06_18720",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
689,Vibrio mediterranei,64086739,0,live,lolC,"HOP38_RS11055, HOP38_11055",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,I,,,,,,,
1205683,Yersinia massiliensis CCUG 53443,61814269,0,live,lolC,"BN68_RS02820, BN68_02880",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
61652,Serratia rubidaea,61765354,0,live,lolC,"I6G83_RS16240, I6G83_16240",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
554,Pectobacterium carotovorum,61347662,0,live,lolC,"HER17_RS08780, HER17_08815",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
66269,Pantoea stewartii,61254864,0,live,lolC,"G5574_RS21025, G5574_21025",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1172565,Lonsdalea populi,61121791,0,live,lolC,"I6N93_RS06750, I6N93_06750",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
470934,Pantoea vagans,58738456,0,live,lolC,"EGO56_RS11615, EGO56_11615",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
577,Raoultella terrigena,57505582,0,live,lolC,"HCK03_RS16705, HCK03_16700",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
472694,Pantoea brenneri,57343503,0,live,lolC,"HZS23_RS00050, HZS23_00050",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
126385,Providencia alcalifaciens,57293403,0,live,lolC,"CO695_RS12695, CO695_12695",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
569,Hafnia alvei,56892257,0,live,lolC,"HBA19_RS12385, HBA19_12385",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
28141,Cronobacter sakazakii,56731038,0,live,lolC,"CsakCS931_RS08090, CsakCS931_28295",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
78398,Pectobacterium odoriferum,51389261,0,live,lolC,"EO763_RS09130, EO763_09260",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
29494,Vibrio furnissii,50535071,0,live,lolC,"FIU11_RS07930, FIU11_07930",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
1280002,Vibrio jasicida 090810c,48228480,0,live,lolC,C1S73_RS05555,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
696485,Vibrio owensii,47098847,0,live,lolC,"A9237_RS03440, A9237_03440",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
290338,Citrobacter koseri ATCC BAA-895,45135917,0,live,lolC,"CKO_RS08215, CKO_01935",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,NC_009792.1,1809396,1810595,minus,0,,
150340,Vibrio antiquarius,45028185,0,live,lolC,"VEA_RS12200, VEA_003992",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,NC_013456.1,2638058,2639266,minus,0,,
83655,Leclercia adecarboxylata,30333006,0,live,lolC,"APT61_RS13870, APT61_13870",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
47917,Serratia fonticola,30322330,0,live,lolC,"WN53_RS19330, WN53_19335",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
676,Vibrio fluvialis,29386121,0,live,lolC,"AL536_RS38180, AL536_15345",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,2,,,,,,,
386585,Escherichia coli O157:H7 str. Sakai,912675,0,live,lolC,ECs_1494,lipoprotein-releasing system transmembrane protein,lipoprotein-releasing system transmembrane protein,,,NC_002695.2,1534693,1535892,plus,0,,
227377,Coxiella burnetii RSA 493,1208897,0,live,lolC,CBU_1001,lipoprotein releasing system transmembrane protein,,,,NC_002971.4,946684,947928,minus,0,,
871585,Acinetobacter pittii PHEA-2,11636568,0,live,lolC,BDGL_002049,"transport protein of outer membrane lipoproteins (ABC superfamily, membrane)",,,,NC_016603.1,2208686,2209831,minus,0,,
680026,Photobacterium swingsii,303971259,0,live,lolC,OCU77_RS06475,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
1074311,Vibrio alfacsensis,303981272,0,live,lolC,"VA249_RS09790, VYA_18450",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
212667,Vibrio fortis,303967154,0,live,lolC,OCV50_RS09220,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
312309,Aliivibrio fischeri ES114,54165786,0,live,lolC,"VF_RS15795, VFA0462, VF_A0462",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,II,NC_006841.2,531125,532333,plus,0,,
550,Enterobacter cloacae,83573072,0,live,lolC,"LQ108_RS08800, AI2999V1_1707",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,main,,,,,,,
615,Serratia marcescens,93696506,0,live,lolC,"QRD25_RS09655, QRD25_09655",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
208962,Escherichia albertii,89515988,0,live,lolC,"PS053_RS01145, PS053_01145",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
624,Shigella sonnei,93776292,0,live,lolC,C1P89_RS09760,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
548,Klebsiella aerogenes,93311486,0,live,lolC,"I6L72_RS08760, I6L72_08760",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
158836,Enterobacter hormaechei,93199907,0,live,lolC,"I6L63_RS12560, I6L63_12560",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
2608867,Escherichia ruysiae,86863616,0,live,lolC,"RGV86_RS21530, RGV86_21530",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
54291,Raoultella ornithinolytica,93754844,0,live,lolC,"Q1L34_RS16680, Q1L34_16675",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
208224,Enterobacter kobei,93154800,0,live,lolC,"LCD42_RS08455, LCD42_08465",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
3031799,Providencia hangzhouensis,92274610,0,live,lolC,"PZ638_RS09075, PZ638_09080",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
634500,Erwinia billingiae Eb661,90511703,0,live,lolC,"EBC_RS10170, EbC_16740",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,NC_014306.1,1880457,1881656,plus,0,,
141679,Photorhabdus laumondii subsp. laumondii,48849077,0,live,lolC,"PluTT01m_RS14485, PluTT01m_14440",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
930944,Yersinia enterocolitica subsp. palearctica Y11,31408703,0,live,lolC,"Y11_RS02575, Y11_05531",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,NC_017564.1,592648,593850,plus,0,,
406817,Xenorhabdus nematophila ATCC 19061,24905547,0,live,lolC,"XNC1_RS11355, XNC1_2720",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,NC_014228.1,2692657,2693859,minus,0,,
1235834,Kosakonia sacchari SP1,23845987,0,live,lolC,"C813_RS36530, C813_05460",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
1051646,Vibrio tubiashii ATCC 19109,23444987,0,live,lolC,"IX91_RS09470, IX91_09665",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
571,Klebsiella oxytoca,93285441,0,live,lolC,"EL226_RS18125, NCTC13727_03592",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
546,Citrobacter freundii,87001673,0,live,lolC,JMV71_RS14480,lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
1499973,Escherichia marmotae,86945987,0,live,lolC,"J8I93_RS08365, J8I93_08280",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
633,Yersinia pseudotuberculosis,49785553,0,live,lolC,"EL213_RS07915, NCTC10275_01569",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
1219061,Vibrio vulnificus NBRC 15645 = ATCC 27562,93896281,0,live,lolC,"AOT11_RS11855, AOT11_18880",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,1,,,,,,,
470931,Pantoea anthophila,93533519,0,live,lolC,"OJ965_RS13790, OJ965_13785",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
588,Providencia stuartii,93518955,0,live,lolC,"VQ573_RS08565, VQ573_08565",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
180434,Morganella morganii subsp. morganii,93359931,0,live,lolC,"EO986_RS06740, EO986_06745",lipoprotein-releasing ABC transporter permease subunit LolC,lipoprotein-releasing ABC transporter permease subunit LolC,,,,,,,,,
