GCF_000280865.2,WP_040899231.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000280865.2/GCF_000280865.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000280865.2/GCF_000280865.2.gff
GCF_000298235.1,WP_006865829.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000298235.1/GCF_000298235.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000298235.1/GCF_000298235.1.gff
GCF_000306785.1,WP_014739897.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000306785.1/GCF_000306785.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000306785.1/GCF_000306785.1.gff
GCF_000308375.1,WP_167331991.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308375.1/GCF_000308375.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308375.1/GCF_000308375.1.gff
GCF_000308435.1,WP_051021221.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308435.1/GCF_000308435.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308435.1/GCF_000308435.1.gff
GCF_000308495.1,WP_040837603.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308495.1/GCF_000308495.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308495.1/GCF_000308495.1.gff
GCF_000308515.1,WP_051157889.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308515.1/GCF_000308515.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308515.1/GCF_000308515.1.gff
GCF_000308575.1,WP_051175499.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308575.1/GCF_000308575.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308575.1/GCF_000308575.1.gff
GCF_000308595.1,WP_083884269.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308595.1/GCF_000308595.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308595.1/GCF_000308595.1.gff
GCF_000308655.1,WP_040861107.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308655.1/GCF_000308655.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308655.1/GCF_000308655.1.gff
GCF_000308675.1,WP_040791830.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308675.1/GCF_000308675.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308675.1/GCF_000308675.1.gff
GCF_000308695.1,WP_051029735.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308695.1/GCF_000308695.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308695.1/GCF_000308695.1.gff
GCF_000308775.1,WP_051164987.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308775.1/GCF_000308775.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308775.1/GCF_000308775.1.gff
GCF_000308795.1,WP_052314232.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308795.1/GCF_000308795.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308795.1/GCF_000308795.1.gff
GCF_000308855.1,WP_083893145.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308855.1/GCF_000308855.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000308855.1/GCF_000308855.1.gff
GCF_000328705.1,WP_015104861.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000328705.1/GCF_000328705.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000328705.1/GCF_000328705.1.gff
GCF_000331185.2,WP_078586881.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000331185.2/GCF_000331185.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000331185.2/GCF_000331185.2.gff
GCF_000333015.1,WP_005937653.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000333015.1/GCF_000333015.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000333015.1/GCF_000333015.1.gff
GCF_000334455.1,WP_245555808.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000334455.1/GCF_000334455.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000334455.1/GCF_000334455.1.gff
GCF_000340435.2,WP_054880339.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000340435.2/GCF_000340435.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000340435.2/GCF_000340435.2.gff
GCF_000341065.1,WP_017572859.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000341065.1/GCF_000341065.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000341065.1/GCF_000341065.1.gff
GCF_000349325.1,WP_015660237.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000349325.1/GCF_000349325.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000349325.1/GCF_000349325.1.gff
GCF_000371785.1,WP_017973520.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000371785.1/GCF_000371785.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000371785.1/GCF_000371785.1.gff
GCF_000372745.1,WP_020548659.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000372745.1/GCF_000372745.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000372745.1/GCF_000372745.1.gff
GCF_000373365.1,WP_051105669.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000373365.1/GCF_000373365.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000373365.1/GCF_000373365.1.gff
GCF_000373925.1,WP_157181540.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000373925.1/GCF_000373925.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000373925.1/GCF_000373925.1.gff
GCF_000374165.1,WP_018637960.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000374165.1/GCF_000374165.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000374165.1/GCF_000374165.1.gff
GCF_000374445.1,WP_018682269.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000374445.1/GCF_000374445.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000374445.1/GCF_000374445.1.gff
GCF_000376565.1,WP_019065745.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000376565.1/GCF_000376565.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000376565.1/GCF_000376565.1.gff
GCF_000379465.1,WP_020499725.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000379465.1/GCF_000379465.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000379465.1/GCF_000379465.1.gff
GCF_000379625.1,WP_425393422.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000379625.1/GCF_000379625.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000379625.1/GCF_000379625.1.gff
GCF_000380165.1,WP_026220094.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000380165.1/GCF_000380165.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000380165.1/GCF_000380165.1.gff
GCF_000380485.1,WP_018180589.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000380485.1/GCF_000380485.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000380485.1/GCF_000380485.1.gff
GCF_000380645.1,WP_018159712.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000380645.1/GCF_000380645.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000380645.1/GCF_000380645.1.gff
GCF_000381025.1,WP_158678706.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000381025.1/GCF_000381025.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000381025.1/GCF_000381025.1.gff
GCF_000381885.1,WP_019630162.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000381885.1/GCF_000381885.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000381885.1/GCF_000381885.1.gff
GCF_000383595.1,WP_028796989.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000383595.1/GCF_000383595.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000383595.1/GCF_000383595.1.gff
GCF_000383795.1,WP_048876488.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000383795.1/GCF_000383795.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000383795.1/GCF_000383795.1.gff
GCF_000383915.1,WP_425386928.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000383915.1/GCF_000383915.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000383915.1/GCF_000383915.1.gff
GCF_000384035.1,WP_019855311.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000384035.1/GCF_000384035.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000384035.1/GCF_000384035.1.gff
GCF_000384175.1,WP_019886550.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000384175.1/GCF_000384175.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000384175.1/GCF_000384175.1.gff
GCF_000384295.1,WP_026468536.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000384295.1/GCF_000384295.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000384295.1/GCF_000384295.1.gff
GCF_000384315.1,WP_051116548.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000384315.1/GCF_000384315.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000384315.1/GCF_000384315.1.gff
GCF_000400635.2,WP_016337045.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000400635.2/GCF_000400635.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000400635.2/GCF_000400635.2.gff
GCF_000423625.1,WP_051232894.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000423625.1/GCF_000423625.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000423625.1/GCF_000423625.1.gff
GCF_000426645.1,WP_211229437.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000426645.1/GCF_000426645.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000426645.1/GCF_000426645.1.gff
GCF_000427825.1,WP_084612233.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000427825.1/GCF_000427825.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000427825.1/GCF_000427825.1.gff
GCF_000427905.1,WP_038045022.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000427905.1/GCF_000427905.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000427905.1/GCF_000427905.1.gff
GCF_000429025.1,WP_028936749.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000429025.1/GCF_000429025.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000429025.1/GCF_000429025.1.gff
GCF_000429085.1,WP_028811544.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000429085.1/GCF_000429085.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000429085.1/GCF_000429085.1.gff
GCF_000478605.2,WP_023588592.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000478605.2/GCF_000478605.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000478605.2/GCF_000478605.2.gff
GCF_000482865.1,WP_035307344.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000482865.1/GCF_000482865.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000482865.1/GCF_000482865.1.gff
GCF_000497445.1,WP_031225933.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000497445.1/GCF_000497445.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000497445.1/GCF_000497445.1.gff
GCF_000504285.1,WP_245594527.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000504285.1/GCF_000504285.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000504285.1/GCF_000504285.1.gff
GCF_000511305.1,WP_024103461.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000511305.1/GCF_000511305.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000511305.1/GCF_000511305.1.gff
GCF_000519205.1,WP_156960353.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000519205.1/GCF_000519205.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000519205.1/GCF_000519205.1.gff
GCF_000524475.1,WP_084611556.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000524475.1/GCF_000524475.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000524475.1/GCF_000524475.1.gff
GCF_000525635.1,WP_042221247.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000525635.1/GCF_000525635.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000525635.1/GCF_000525635.1.gff
GCF_000585375.1,WP_051569618.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000585375.1/GCF_000585375.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000585375.1/GCF_000585375.1.gff
GCF_000620785.1,WP_084211492.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000620785.1/GCF_000620785.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000620785.1/GCF_000620785.1.gff
GCF_000696185.1,WP_035862901.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000696185.1/GCF_000696185.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000696185.1/GCF_000696185.1.gff
GCF_000696675.2,WP_029255799.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000696675.2/GCF_000696675.2.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000696675.2/GCF_000696675.2.gff
GCF_000715845.1,WP_033037634.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000715845.1/GCF_000715845.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000715845.1/GCF_000715845.1.gff
GCF_000716025.1,WP_030085463.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716025.1/GCF_000716025.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716025.1/GCF_000716025.1.gff
GCF_000716435.1,WP_043669393.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716435.1/GCF_000716435.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716435.1/GCF_000716435.1.gff
GCF_000716445.1,WP_051787679.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716445.1/GCF_000716445.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716445.1/GCF_000716445.1.gff
GCF_000716545.1,WP_033221278.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716545.1/GCF_000716545.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716545.1/GCF_000716545.1.gff
GCF_000716625.1,WP_030210391.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716625.1/GCF_000716625.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716625.1/GCF_000716625.1.gff
GCF_000716675.1,WP_030359976.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716675.1/GCF_000716675.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716675.1/GCF_000716675.1.gff
GCF_000716805.1,WP_033322767.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716805.1/GCF_000716805.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000716805.1/GCF_000716805.1.gff
GCF_000717025.1,WP_051709282.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717025.1/GCF_000717025.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717025.1/GCF_000717025.1.gff
GCF_000717335.1,WP_425388726.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717335.1/GCF_000717335.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717335.1/GCF_000717335.1.gff
GCF_000717595.1,WP_051819628.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717595.1/GCF_000717595.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717595.1/GCF_000717595.1.gff
GCF_000717745.1,WP_030249997.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717745.1/GCF_000717745.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717745.1/GCF_000717745.1.gff
GCF_000717995.1,WP_030179799.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717995.1/GCF_000717995.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000717995.1/GCF_000717995.1.gff
GCF_000718005.1,WP_043509858.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718005.1/GCF_000718005.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718005.1/GCF_000718005.1.gff
GCF_000718015.1,WP_030283173.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718015.1/GCF_000718015.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718015.1/GCF_000718015.1.gff
GCF_000718165.1,WP_052424832.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718165.1/GCF_000718165.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718165.1/GCF_000718165.1.gff
GCF_000718305.1,WP_110944417.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718305.1/GCF_000718305.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718305.1/GCF_000718305.1.gff
GCF_000718625.1,WP_030782336.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718625.1/GCF_000718625.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718625.1/GCF_000718625.1.gff
GCF_000718635.1,WP_157854587.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718635.1/GCF_000718635.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718635.1/GCF_000718635.1.gff
GCF_000718985.1,WP_051717783.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718985.1/GCF_000718985.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000718985.1/GCF_000718985.1.gff
GCF_000719135.1,WP_110946210.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000719135.1/GCF_000719135.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000719135.1/GCF_000719135.1.gff
GCF_000719285.1,WP_031478590.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000719285.1/GCF_000719285.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000719285.1/GCF_000719285.1.gff
GCF_000720475.1,WP_157855802.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000720475.1/GCF_000720475.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000720475.1/GCF_000720475.1.gff
GCF_000720485.1,WP_078649498.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000720485.1/GCF_000720485.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000720485.1/GCF_000720485.1.gff
GCF_000720995.1,WP_190233203.1,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000720995.1/GCF_000720995.1.fasta,/mnt/d/5-NCBI-Reference/1-Bac/download/GCF_000720995.1/GCF_000720995.1.gff
